1,3,0
2,1,1
3,3,0
4,3,0
5,3,0
6,1,1
7,1,0
8,3,0
9,2,0
10,1,1
11,1,0
12,1,0
13,1,1
14,1,1
15,1,1
16,1,1
17,1,1
18,1,0
19,1,1
20,1,0
21,1,1
22,1,0
23,1,1
24,1,1
25,1,0
26,1,0
27,1,0
28,1,1
29,1,0
30,3,0
31,1,1
32,1,1
33,1,1
34,1,0
35,1,1
36,1,1
37,1,1
38,1,1
39,1,0
40,1,1
41,1,1
42,1,1
43,1,1
44,1,0
45,1,0
46,1,0
47,1,0
48,1,0
49,1,1
50,1,1
51,1,0
52,1,0
53,1,0
54,1,1
55,1,1
56,1,0
57,1,1
58,1,0
59,1,1
60,1,1
61,1,1
62,1,0
63,1,1
64,1,1
65,1,1
66,1,1
67,1,0
68,1,1
69,1,1
70,1,1
71,1,0
72,1,1
73,1,0
74,1,0
75,1,0
76,1,0
77,1,1
78,1,0
79,1,0
80,1,0
81,1,1
82,1,1
83,1,0
84,1,1
85,1,1
86,1,1
87,1,1
88,1,0
89,1,1
90,1,1
91,1,1
92,1,1
93,1,1
94,1,1
95,1,0
96,3,0
97,1,0
98,1,1
99,1,1
100,1,1
101,1,1
102,1,0
103,1,1
104,1,0
105,1,1
106,1,1
107,1,0
108,1,1
109,1,0
110,1,0
111,1,0
112,1,0
113,1,1
114,1,1
115,1,0
116,1,1
117,1,1
118,1,1
119,1,0
120,1,0
121,1,0
122,1,1
123,1,0
124,1,0
125,1,1
126,1,0
127,1,1
128,1,1
129,1,1
130,1,1
131,1,1
132,1,1
133,1,1
134,1,1
135,1,1
136,1,1
137,1,0
138,1,1
139,1,1
140,1,0
141,1,1
142,1,0
143,1,1
144,1,1
145,1,0
146,1,0
147,1,1
148,1,0
149,1,1
150,1,1
151,1,0
152,1,0
153,1,0
154,1,0
155,1,0
156,1,0
157,1,0
158,1,0
159,2,0
160,1,0
161,1,0
162,1,0
163,1,0
164,1,1
165,1,0
166,1,0
167,1,1
168,1,0
169,1,1
170,1,0
171,1,0
172,1,0
173,1,0
174,1,0
175,3,1
176,2,1
177,2,1
178,3,1
179,3,1
180,3,0
181,3,1
182,2,0
183,3,1
184,2,1
185,2,0
186,3,1
187,3,1
188,3,1
189,3,1
190,3,1
191,3,1
192,3,0
193,3,0
194,1,0
195,1,1
196,1,1
197,2,1
198,3,1
199,2,1
200,3,1
201,2,0
202,3,1
203,3,1
204,3,1
205,3,1
206,3,1
207,3,1
208,3,0
209,2,1
210,2,0
211,3,1
212,2,1
213,3,1
214,3,1
215,3,0
216,3,1
217,3,0
218,3,1
219,3,1
220,1,0
221,3,1
222,2,1
223,3,1
224,3,1
225,2,0
226,3,1
227,3,1
228,2,1
229,3,1
230,2,1
231,2,0
232,3,1
233,3,0
234,2,0
235,2,1
236,2,1
237,3,1
238,3,1
239,3,1
240,3,1
241,3,1
242,2,0
243,3,1
244,3,1
245,2,0
246,2,0
247,1,0
248,1,0
249,1,0
250,2,0
251,3,1
252,3,0
253,2,0
254,3,1
255,3,0
256,3,1
257,3,1
258,3,1
259,2,1
260,3,1
261,3,1
262,3,1
263,3,1
264,2,0
265,1,1
266,3,1
267,3,1
268,3,1
269,1,0
270,2,1
271,2,1
272,1,0
273,2,0
274,2,1
275,2,0
276,2,0
277,2,1
278,1,0
279,2,0
280,2,0
281,3,1
282,2,0
283,2,1
284,2,1
285,1,0
286,3,0
287,3,1
288,1,0
289,2,0
290,2,1
291,2,0
292,2,1
293,3,0
294,1,0
295,2,1
296,2,0
297,2,0
298,2,1
299,2,0
300,2,0
